id,target
0,201
1,193
2,193
3,201
4,193
5,155
6,155
7,193
8,193
9,193
10,201
11,193
12,193
13,201
14,193
15,201
16,155
17,155
18,155
19,155
20,96
21,96
22,155
23,155
24,96
25,184
26,193
27,201
28,201
29,96
30,200
31,193
32,193
33,193
34,193
35,193
36,193
37,193
38,193
39,193
40,193
41,184
42,200
43,201
44,184
45,196
46,201
47,199
48,184
49,185
50,185
51,193
52,201
53,193
54,201
55,200
56,96
57,201
58,201
59,193
60,96
61,96
62,201
63,201
64,185
65,201
66,155
67,201
68,155
69,185
70,185
71,201
72,201
73,200
74,193
75,196
76,155
77,201
78,193
79,96
80,155
81,155
82,193
83,96
84,200
85,193
86,96
87,155
88,185
89,193
90,193
91,96
92,155
93,193
94,155
95,96
96,201
97,200
98,200
99,200
100,193
101,201
102,201
103,96
104,193
105,193
106,193
107,193
108,193
109,193
110,193
111,201
112,96
113,96
114,155
115,185
116,184
117,185
118,199
119,193
120,201
121,96
122,193
123,193
124,96
125,200
126,193
127,200
128,155
129,201
130,200
131,185
132,155
133,200
134,200
135,201
136,200
137,193
138,195
139,96
140,193
141,201
142,201
143,155
144,200
145,184
146,201
147,200
148,201
149,200
150,199
151,201
152,193
153,155
154,155
155,193
156,193
157,155
158,201
159,193
160,200
161,184
162,185
163,193
164,193
165,201
166,184
167,193
168,96
169,201
170,155
171,155
172,155
173,155
174,155
175,193
176,193
177,193
178,193
179,193
180,193
181,193
182,193
183,193
184,155
185,193
186,184
187,201
188,200
189,199
190,201
191,193
192,193
193,193
194,155
195,193
196,193
197,96
198,96
199,193
200,193
201,193
202,196
203,185
204,193
205,193
206,193
207,155
208,96
209,200
210,96
211,201
212,185
213,96
214,185
215,200
216,193
217,193
218,96
219,96
220,200
221,201
222,193
223,96
224,96
225,193
226,193
227,193
228,193
229,193
230,96
231,193
232,96
233,155
234,201
235,184
236,184
237,155
238,184
239,201
240,155
241,185
242,155
243,201
244,155
245,199
246,201
247,184
248,96
249,185
250,184
251,185
252,201
253,201
254,155
255,201
256,201
257,193
258,96
259,193
260,200
261,96
262,193
263,193
264,96
265,96
266,96
267,96
268,96
269,96
270,96
271,96
272,96
273,193
274,96
275,96
276,96
277,96
278,193
279,193
280,193
281,193
282,196
283,155
284,195
285,96
286,96
287,195
288,155
289,155
290,193
291,193
292,201
293,200
294,193
295,193
296,155
297,155
298,193
299,185
300,155
301,155
302,193
303,155
304,193
305,96
306,193
307,193
308,193
309,155
310,96
311,193
312,185
313,155
314,200
315,185
316,185
317,96
318,185
319,96
320,193
321,193
322,193
323,201
324,193
325,96
326,96
327,155
328,155
329,185
330,200
331,96
332,200
333,200
334,96
335,185
336,193
337,201
338,96
339,96
340,96
341,193
342,155
343,96
344,96
345,193
346,193
347,96
348,155
349,193
350,193
351,193
352,155
353,193
354,200
355,201
356,199
357,193
358,184
359,201
360,184
361,185
362,193
363,201
364,96
365,185
366,193
367,96
368,201
369,193
370,199
371,184
372,155
373,201
374,155
375,155
376,193
377,155
378,155
379,193
380,200
381,96
382,96
383,193
384,155
385,193
386,96
387,200
388,193
389,96
390,193
391,96
392,200
393,193
394,193
395,193
396,96
397,96
398,193
399,200
400,200
401,184
402,185
403,184
404,200
405,200
406,200
407,201
408,185
409,201
410,96
411,96
412,155
413,185
414,185
415,155
416,185
417,155
418,201
419,199
420,155
421,200
422,155
423,184
424,201
425,184
426,200
427,96
428,193
429,193
430,193
431,184
432,201
433,200
434,184
435,200
436,184
437,184
438,155
439,155
440,200
441,193
442,199
443,155
444,193
445,193
446,193
447,193
448,193
449,193
450,193
451,193
452,193
453,193
454,193
455,193
456,193
457,193
458,185
459,185
460,155
461,193
462,96
463,155
464,193
465,201
466,193
467,193
468,200
469,201
470,199
471,185
472,155
473,200
474,155
475,155
476,155
477,201
478,184
479,193
480,193
481,200
482,193
483,201
484,185
485,193
486,193
487,193
488,201
489,185
490,193
491,184
492,185
493,193
494,201
495,185
496,201
497,201
498,193
499,185
500,193
501,193
502,96
503,193
504,193
505,193
506,193
507,193
508,193
509,193
510,155
511,155
512,155
513,155
514,155
515,185
516,201
517,155
518,185
519,155
520,155
521,96
522,96
523,96
524,96
525,96
526,96
527,96
528,184
529,96
530,96
531,193
532,96
533,185
534,200
535,200
536,185
537,201
538,185
539,155
540,199
541,185
542,201
543,201
544,201
545,201
546,196
547,201
548,201
549,201
550,184
551,96
552,96
553,185
554,193
555,155
556,96
557,193
558,96
559,96
560,96
561,201
562,96
563,201
564,155
565,201
566,96
567,96
568,193
569,201
570,201
571,155
572,200
573,193
574,201
575,96
576,185
577,193
578,155
579,96
580,193
581,193
582,155
583,96
584,185
585,96
586,201
587,193
588,155
589,155
590,193
591,193
592,155
593,96
594,193
595,155
596,193
597,185
598,185
599,201
600,185
601,155
602,96
603,96
604,193
605,201
606,155
607,155
608,96
609,185
610,193
611,96
612,193
613,185
614,193
615,193
616,193
617,185
618,96
619,201
620,185
621,201
622,184
623,193
624,193
625,185
626,96
627,193
628,184
629,96
630,96
631,155
632,96
633,201
634,184
635,155
636,96
637,201
638,193
639,195
640,193
641,184
642,201
643,193
644,155
645,155
646,185
647,201
648,201
649,193
650,193
651,96
652,193
653,201
654,184
655,199
656,185
657,185
658,185
659,96
660,201
661,193
662,200
663,185
664,193
665,185
666,155
667,185
668,201
669,155
670,201
671,201
672,184
673,201
674,193
675,193
676,193
677,96
678,201
679,201
680,155
681,184
682,185
683,201
684,201
685,201
686,155
687,193
688,193
689,193
690,201
691,193
692,193
693,201
694,96
695,193
696,201
697,193
698,201
699,185
700,193
701,96
702,155
703,96
704,193
705,193
706,96
707,185
708,96
709,96
710,201
711,193
712,96
713,155
714,201
715,96
716,193
717,193
718,193
719,193
720,155
721,185
722,184
723,200
724,155
725,193
726,193
727,193
728,96
729,193
730,193
731,96
732,155
