id,target
0,188
1,144
2,144
3,171
4,144
5,192
6,192
7,144
8,144
9,144
10,171
11,144
12,144
13,171
14,144
15,184
16,191
17,191
18,191
19,191
20,127
21,127
22,191
23,191
24,170
25,157
26,144
27,184
28,181
29,170
30,181
31,144
32,144
33,144
34,144
35,144
36,144
37,144
38,144
39,144
40,144
41,16
42,171
43,188
44,16
45,188
46,181
47,188
48,157
49,186
50,185
51,144
52,185
53,144
54,16
55,180
56,170
57,180
58,180
59,144
60,170
61,170
62,180
63,180
64,186
65,181
66,192
67,181
68,192
69,186
70,186
71,181
72,188
73,181
74,144
75,188
76,191
77,16
78,193
79,127
80,155
81,192
82,144
83,96
84,16
85,144
86,96
87,191
88,186
89,144
90,193
91,127
92,191
93,144
94,191
95,127
96,171
97,171
98,171
99,171
100,144
101,171
102,171
103,127
104,144
105,144
106,144
107,144
108,144
109,144
110,144
111,16
112,170
113,170
114,192
115,186
116,16
117,186
118,181
119,144
120,180
121,170
122,144
123,193
124,170
125,180
126,193
127,180
128,192
129,16
130,181
131,186
132,192
133,16
134,181
135,181
136,181
137,144
138,185
139,96
140,144
141,181
142,181
143,155
144,180
145,157
146,180
147,180
148,180
149,180
150,180
151,180
152,193
153,191
154,191
155,144
156,144
157,191
158,180
159,144
160,16
161,16
162,186
163,144
164,144
165,184
166,16
167,144
168,127
169,180
170,192
171,191
172,191
173,191
174,191
175,144
176,144
177,144
178,144
179,144
180,144
181,144
182,144
183,144
184,191
185,144
186,157
187,184
188,171
189,184
190,184
191,193
192,144
193,144
194,191
195,193
196,193
197,127
198,96
199,193
200,144
201,144
202,188
203,186
204,144
205,144
206,193
207,191
208,170
209,181
210,170
211,181
212,186
213,170
214,186
215,181
216,144
217,144
218,170
219,170
220,180
221,180
222,193
223,96
224,96
225,144
226,144
227,144
228,144
229,144
230,96
231,144
232,127
233,191
234,180
235,157
236,157
237,191
238,157
239,180
240,192
241,186
242,192
243,16
244,192
245,181
246,181
247,16
248,127
249,186
250,157
251,186
252,180
253,181
254,192
255,16
256,180
257,193
258,96
259,144
260,180
261,96
262,193
263,144
264,170
265,170
266,170
267,170
268,170
269,170
270,170
271,170
272,170
273,193
274,96
275,170
276,96
277,170
278,193
279,193
280,144
281,144
282,188
283,191
284,185
285,127
286,127
287,185
288,191
289,191
290,144
291,144
292,171
293,171
294,144
295,144
296,191
297,191
298,144
299,160
300,191
301,191
302,193
303,191
304,144
305,96
306,144
307,144
308,144
