id,target
0,188
1,193
2,193
3,181
4,193
5,197
6,197
7,193
8,193
9,193
10,181
11,193
12,193
13,181
14,193
15,198
16,191
17,191
18,191
19,191
20,96
21,96
22,191
23,191
24,96
25,157
26,193
27,198
28,181
29,96
30,181
31,193
32,193
33,193
34,193
35,193
36,193
37,193
38,193
39,193
40,193
41,157
42,181
43,188
44,157
45,196
46,181
47,188
48,157
49,186
50,185
51,193
52,181
53,193
54,181
55,181
56,96
57,181
58,181
59,193
60,96
61,96
62,181
63,181
64,186
65,181
66,197
67,181
68,197
69,186
70,186
71,181
72,188
73,181
74,193
75,196
76,191
77,181
78,193
79,96
80,155
81,155
82,193
83,96
84,181
85,193
86,96
87,191
88,186
89,193
90,193
91,96
92,191
93,193
94,191
95,96
96,181
97,181
98,181
99,181
100,193
101,181
102,181
103,96
104,193
105,193
106,193
107,193
108,193
109,193
110,193
111,181
112,96
113,96
114,197
115,186
116,157
117,186
118,181
119,193
120,181
121,96
122,193
123,193
124,96
125,181
126,193
127,181
128,197
129,181
130,181
131,186
132,197
133,181
134,181
135,181
136,181
137,193
138,195
139,96
140,193
141,181
142,181
143,197
144,181
145,157
146,181
147,181
148,181
149,181
150,181
151,181
152,193
153,191
154,191
155,193
156,193
157,191
158,181
159,193
160,181
161,157
162,186
163,193
164,193
165,198
166,157
167,193
168,96
169,181
170,197
171,191
172,191
173,191
174,191
175,193
176,193
177,193
178,193
179,193
180,193
181,193
182,193
183,193
184,191
185,193
186,157
187,198
188,181
189,198
190,198
191,193
192,193
193,193
194,191
195,193
196,193
197,96
198,96
199,193
200,193
201,193
202,196
203,186
204,193
205,193
206,193
207,191
208,96
209,181
210,96
211,181
212,186
213,96
214,186
215,181
216,193
217,193
218,96
219,96
220,181
221,181
222,193
223,96
224,96
225,193
226,193
227,193
228,193
229,193
230,96
231,193
232,96
233,191
234,181
235,157
236,157
237,191
238,157
239,181
240,197
241,186
242,197
243,181
244,197
245,181
246,181
247,157
248,96
249,186
250,157
251,186
252,181
253,181
254,197
255,181
256,181
257,193
258,96
259,193
260,181
261,96
262,193
263,193
264,96
265,96
266,96
267,96
268,96
269,96
270,96
271,96
272,96
273,193
274,96
275,96
276,96
277,96
278,193
279,193
280,193
281,193
282,196
283,191
284,195
285,96
286,96
287,195
288,191
289,191
290,193
291,193
292,181
293,181
294,193
295,193
296,191
297,191
298,193
299,160
300,191
301,191
302,193
303,191
304,193
305,96
306,193
307,193
308,193
309,191
310,96
311,193
312,186
313,197
314,181
315,186
316,186
317,96
318,186
319,96
320,193
321,193
322,193
323,181
324,193
325,96
326,96
327,155
328,191
329,186
330,181
331,96
332,181
333,181
334,96
335,186
336,193
337,181
338,96
339,96
340,96
341,193
342,191
343,96
344,96
345,193
346,193
347,96
348,191
349,193
350,193
351,193
352,191
353,193
354,181
355,181
356,181
357,193
358,157
359,198
360,157
361,186
362,193
363,181
364,96
365,185
366,193
367,96
368,188
369,193
370,181
371,157
372,191
373,181
374,191
375,191
376,193
377,191
378,191
379,193
380,181
381,96
382,96
383,193
384,191
385,193
386,96
387,181
388,193
389,96
390,193
391,96
392,181
393,193
394,193
395,193
396,96
397,96
398,193
399,181
400,181
401,157
402,185
403,157
404,181
405,181
406,181
407,181
408,186
409,181
410,96
411,96
412,155
413,186
414,186
415,197
416,186
417,197
418,181
419,181
420,191
421,181
422,191
423,157
424,181
425,157
426,181
427,96
428,193
429,193
430,193
431,157
432,181
433,181
434,157
435,181
436,157
437,157
438,191
439,155
440,181
441,193
442,181
443,191
444,193
445,193
446,193
447,193
448,193
449,193
450,193
451,193
452,193
453,193
454,193
455,193
456,193
457,193
458,186
459,186
460,197
461,193
462,96
463,197
464,193
465,181
466,193
467,193
468,181
469,181
470,181
471,186
472,197
473,181
474,191
475,191
476,191
477,181
478,157
479,193
