2	[16, 17, 18, 19, 20, 21, 22, 510, 511, 512, 513, 519, 520, 701, 849, 888, 669, 438, 935, 854, 789, 833, 884, 867, 443, 835, 686, 971, 296, 303, 300, 153, 154, 157, 184, 374, 375, 377, 378]
11	[88, 574, 329, 332, 333, 335]
15	[120, 125, 127, 220, 221, 431, 432, 433, 434, 435, 436, 437, 256, 260, 642, 641, 58, 561, 55, 547, 48, 565, 846, 549, 648, 550, 57, 634, 63, 647, 548, 605, 628, 62, 25, 668, 681, 749, 239, 419, 423, 426, 234, 421, 424, 144, 145, 146, 147, 148, 149, 150, 151, 399, 400, 401, 402, 403, 404, 405, 406, 407, 354, 356, 358, 360, 238, 418, 236, 235, 425, 380, 158, 186]
16	[128, 129, 130, 131, 132, 133, 134, 135, 49, 646, 645, 609, 617, 54, 622, 637, 160, 861, 982, 439, 996, 442, 842, 973, 28, 440, 720, 937, 724, 792]
29	[232, 233, 237, 420, 422, 427]
40	[323, 324, 327, 310, 347, 352, 590, 581, 586, 389, 386, 584, 199, 602, 89, 588, 330, 331, 93, 92, 90, 582, 328, 601, 583, 95, 334, 94, 91]
42	[340, 343, 344, 364]
48	[390, 393, 394, 395, 398]
55	[458, 714, 30, 929, 969, 816, 757, 870, 753, 799, 838, 710, 761, 878, 747, 998, 840, 663, 532, 212, 209, 318, 412, 316, 534, 117, 315, 539, 118, 114, 214, 414, 314, 535, 541, 413, 319, 408, 312, 211, 416, 409, 536, 115, 538, 533, 417, 313, 215, 542, 415, 803, 984, 788, 707, 657, 964, 656, 910, 933, 6, 658, 750, 876, 883, 992, 814, 721, 733, 874, 939, 781, 775, 917, 967, 472, 471, 249]
56	[474, 475, 476, 248, 168, 171, 172, 173, 174]
81	[592, 603, 589, 578, 593, 596, 382, 384, 385, 297, 301, 302, 891, 950, 764, 909, 945, 680, 740]
91	[735, 943, 741, 655, 782, 660, 683, 696, 913, 863, 779, 860, 857, 653, 847, 654, 27, 722, 293, 936, 751, 693, 980, 673, 355, 359, 361, 10, 13, 15, 516, 515, 518, 537, 540, 543, 488, 491, 494, 496, 497, 187, 188, 189, 190, 631, 165]
94	[785, 732, 968, 821, 869, 805, 791, 795, 713, 776, 79, 864, 822, 820, 286, 285, 283, 636]
96	[659, 794, 767, 988, 986, 464, 522, 523, 525, 526, 530, 531, 273, 274, 276, 278, 279]
99	[555, 556, 564, 571, 607, 644]
114	[671, 879, 830, 896, 5, 569, 141, 616, 201, 858, 633, 73]
117	[514, 517, 23]
119	[991, 893, 705, 940, 808, 691, 695, 594, 486, 682, 482, 966, 689, 692, 837, 2, 946, 954, 1, 797, 739, 766, 698, 479, 804, 756, 882, 687, 742, 885, 484, 163, 104, 109]
120	[585, 195, 575, 604, 383, 196]
121	[800, 927, 989, 848, 856, 949, 926, 670, 736, 746, 31, 819, 919, 887, 961, 734, 881, 697, 699, 839, 32, 33, 34, 35, 36, 37, 38, 39, 217, 263, 216, 182, 181, 179, 177, 176, 178, 180, 183]
123	[156, 810, 796, 459, 716, 51, 557, 554, 650, 107, 164, 167, 106, 105, 110, 450, 451, 452, 453, 454, 455, 457]
125	[892, 976, 478, 904, 690, 920, 934, 897, 916, 777, 809, 798, 955]
127	[763, 744, 752, 958, 678, 288, 289, 290, 291, 292, 96, 97, 98, 99, 100, 101, 102, 103]
135	[203, 200, 280, 610, 369, 366, 461, 467, 960, 26, 737, 612, 620, 638, 627, 553, 623, 568, 53, 59, 613, 74, 137, 81, 140, 466, 40, 844, 85, 729, 952, 82, 965, 922, 855, 871, 780, 676]
140	[470, 254, 170, 255, 251, 253, 247, 241, 246, 481, 66, 597, 70, 999, 71, 748, 921, 975, 957, 243, 64, 242, 807, 875, 956, 755, 836, 600, 925, 679, 908, 774, 815, 997, 685, 993, 65, 67, 68, 69, 240, 244, 245]
142	[126, 261, 123, 223, 222, 262, 429, 257, 258, 675, 981, 708, 931, 850, 817, 914, 139, 83, 86]
144	[259, 430, 122, 428, 501, 504, 499, 500]
147	[812, 379, 185, 373]
148	[456, 108, 449, 448, 204, 205, 206, 207, 346, 325, 350, 326, 308, 306, 351, 348, 307, 349, 305, 309, 321, 322, 304, 345, 311, 320, 353, 76, 441, 444, 445, 446, 905, 784, 652, 974, 898, 859, 995, 818, 688, 824, 994, 793, 759, 719, 806, 7, 942, 704, 730, 674, 725, 832, 786, 813, 978, 953, 880, 972, 727, 873, 773, 938, 738, 852, 947, 827, 823, 709, 700, 841, 712, 877, 903, 769, 990, 771, 825, 745, 977, 718, 587, 159, 152, 480, 485, 487, 338, 341, 342, 224, 225, 226, 227, 228, 229, 230, 231, 192, 193, 194, 197, 198, 381, 579, 388, 595, 591, 577, 580, 298, 983, 191, 376, 372, 155, 502, 503, 505, 506, 507, 508, 509, 640, 624, 560]
151	[175, 865, 758, 959, 979, 790, 899, 962]
