2	[16, 17, 18, 19, 20, 21, 22, 510, 511, 512, 513, 519, 520, 701, 849, 888, 669, 438, 935, 854, 789, 833, 884, 867, 443, 835, 686, 971, 296, 303, 300, 153, 154, 157, 184, 374, 375, 377, 378]
16	[128, 129, 130, 131, 132, 133, 134, 135, 49, 646, 645, 609, 617, 54, 622, 637, 160, 861, 982, 439, 996, 442, 842, 973, 28, 440, 720, 937, 724, 792, 470, 254, 170, 255, 251, 253, 247, 241, 246, 481, 66, 597, 70, 999, 71, 748, 921, 975, 957, 243, 64, 242, 807, 875, 956, 755, 836, 600, 925, 679, 908, 774, 815, 997, 685, 993, 65, 67, 68, 69, 240, 244, 245]
29	[232, 233, 237, 420, 422, 427]
40	[323, 327, 586, 330]
42	[970, 528, 116, 392, 161]
55	[458, 714, 30, 929, 969, 816, 757, 870, 753, 799, 838, 710, 761, 878, 747, 998, 840, 663, 532, 212, 209, 318, 412, 316, 534, 117, 315, 539, 118, 114, 214, 414, 314, 535, 541, 413, 319, 408, 312, 211, 416, 409, 536, 115, 538, 533, 417, 313, 215, 542, 415, 803, 984, 788, 707, 657, 964, 656, 910, 933, 6, 658, 750, 876, 883, 992, 814, 721, 733, 874, 939, 781, 775, 917, 967, 472, 471, 249]
56	[474, 475, 476, 248, 168, 171, 172, 173, 174]
81	[596, 385, 302, 740, 78, 907, 447, 367, 585, 195, 575, 604, 383, 196, 126, 261, 123, 223, 222, 262, 429, 257, 258, 675, 981, 708, 931, 850, 817, 914, 139, 83, 86]
91	[735, 943, 655, 782, 683, 696, 913, 863, 860, 653, 847, 654, 27, 722, 293, 936, 751, 693, 980, 673, 355, 359, 10, 13, 15, 516, 537, 540, 543, 488, 491, 494, 496, 497, 187, 188, 189, 190, 165]
96	[659, 794, 767, 988, 986, 464, 522, 523, 525, 526, 530, 531, 273, 274, 276, 278, 279]
99	[555, 556, 564, 571, 607, 644]
117	[514, 517, 23, 785, 732, 968, 821, 869, 805, 791, 795, 713, 776, 79, 864, 822, 820, 286, 285, 283, 636]
121	[800, 927, 989, 848, 856, 949, 926, 670, 736, 746, 31, 819, 919, 887, 961, 734, 881, 697, 699, 839, 32, 33, 34, 35, 36, 37, 38, 39, 217, 263, 216, 182, 181, 179, 177, 176, 178, 180, 183, 614, 12, 295, 9, 661, 11, 615, 915, 664, 711, 489, 643, 493, 162, 649, 357, 8, 294, 495, 911, 723, 923, 492, 770, 498, 490, 362, 928, 14, 119, 100, 291, 744, 290, 752, 665, 573, 281, 390, 393, 394, 395, 398, 203, 200, 280, 610, 369, 366, 461, 467, 960, 26, 737, 612, 620, 638, 627, 553, 623, 568, 53, 59, 613, 74, 137, 81, 140, 466, 40, 844, 85, 729, 952, 82, 965, 922, 855, 871, 780, 676, 991, 893, 705, 940, 808, 691, 695, 594, 486, 682, 482, 966, 689, 692, 837, 2, 946, 954, 1, 797, 739, 766, 698, 479, 804, 756, 882, 687, 742, 885, 484, 163, 104, 109, 156, 810, 796, 459, 716, 51, 557, 554, 650, 107, 164, 167, 106, 105, 110, 450, 451, 452, 453, 454, 455, 457, 5, 616, 201, 858]
125	[892, 478, 904, 690, 920, 934, 916, 777, 809, 955]
127	[763, 288, 289, 103]
144	[259, 430, 122, 428, 501, 504, 499, 500, 4, 336, 726, 717, 812, 379, 185, 373]
151	[175, 758, 790, 899, 962, 456, 448, 204, 308, 306, 351, 307, 349, 321, 322, 304, 345, 311, 320, 441, 444, 445, 446, 905, 784, 652, 859, 995, 688, 824, 994, 759, 806, 7, 942, 704, 730, 674, 725, 813, 978, 953, 972, 738, 852, 947, 827, 841, 903, 771, 825, 745, 718, 159, 341, 225, 226, 227, 228, 229, 231, 192, 193, 388, 577, 580, 298, 983, 155, 505, 506, 508, 640, 624]
155	[924, 545, 894, 42, 46, 684, 801, 87, 606, 142, 339, 765, 621, 635, 463, 963, 80, 572, 143, 365, 460, 136, 845, 563, 465, 802]
157	[473, 250, 477, 468, 469, 169, 252, 120, 125, 127, 220, 221, 431, 432, 433, 434, 435, 436, 437, 256, 260, 642, 641, 58, 561, 55, 547, 48, 565, 846, 549, 648, 550, 57, 634, 63, 647, 548, 605, 628, 62, 25, 668, 681, 749, 239, 419, 423, 426, 234, 421, 424, 144, 145, 146, 147, 148, 149, 150, 151, 399, 400, 401, 402, 403, 404, 405, 406, 407, 354, 356, 358, 360, 238, 418, 236, 235, 425, 380, 158, 186]
159	[166, 930, 483, 831, 84, 829, 41, 371, 672, 811, 111, 889, 337, 866]
160	[599, 598, 576, 387, 299, 3, 985]
164	[879, 896, 830, 141, 569, 671, 633, 73]
166	[897, 976, 798]
167	[384, 603, 909, 872, 891, 578, 589, 301, 764, 382, 950, 666, 826, 702, 945, 828, 680, 593, 297, 592]
168	[583, 389, 93, 328, 92, 590, 199, 91, 90, 94, 386, 331, 352, 588, 334, 581, 347, 310, 324, 95, 89, 602]
169	[582, 601, 584, 88, 574, 329, 332, 333, 335, 515, 361, 631, 779, 518, 857, 660, 741]
