16	[129, 133, 54, 622, 160, 973, 470, 255, 247, 243, 755, 774, 851, 77, 44, 862, 544, 948, 478, 934, 955, 963, 634, 970, 528, 116, 392, 161, 166, 930, 483, 831, 84, 829, 41, 371, 672, 811, 111, 889, 337, 866, 897, 976, 798]
96	[659, 794, 767, 988, 986, 464, 522, 523, 525, 526, 530, 531, 273, 274, 276, 278, 279, 590, 199, 90, 386, 331, 334, 347, 310, 324, 602, 832, 338, 502, 700, 579, 509, 990, 449, 709, 305, 485, 979, 325, 880, 230, 587, 224, 198, 152, 326, 191, 793, 206, 503, 974, 596, 385, 302, 740, 78, 907, 447, 367, 585, 195, 575, 604, 383, 196, 126, 261, 123, 223, 222, 262, 429, 257, 258, 675, 981, 708, 931, 850, 817, 914, 139, 83, 86]
127	[103, 556, 232, 427, 20, 21, 701, 888, 935, 789, 867, 532, 319, 248, 168, 603, 909, 382, 593, 339, 924, 869, 805, 791, 795, 79, 286, 285, 636, 381, 95, 389, 91, 197, 583, 560, 712, 769]
144	[259, 430, 122, 428, 501, 504, 500, 4, 336, 726, 717, 379, 185, 744, 855, 705, 568, 51, 848, 32, 819, 893, 650, 369, 362, 716, 736, 100, 919, 1, 961, 766, 12, 281, 33, 466, 14, 457, 923, 8, 770, 53, 180, 692, 294, 156, 181, 164, 263, 467, 954, 35, 926, 689, 687, 482, 119, 38, 928, 989, 106, 295, 881, 756, 627, 140, 109, 107, 922, 966, 573, 216, 290, 37, 695, 808, 36, 163, 780, 2, 734, 887, 729, 991, 74, 366, 11, 911, 498, 110, 844, 393, 105, 390, 394, 612, 479, 882, 796, 810, 676, 461, 182, 217, 664, 200, 615, 616, 455, 280, 59, 167, 183, 451, 398, 177, 960, 490, 610, 357, 649, 623, 453, 739, 871, 643, 454, 742, 201, 839, 858, 486, 927, 31, 885, 395, 711, 9, 26, 737, 746, 949, 176, 661, 85, 104, 691, 452, 39, 614, 34, 179, 291, 450, 915, 554, 800, 804, 493, 856, 137, 594, 178, 82, 40, 952, 638, 697, 946, 557, 752, 507, 898, 719, 350, 346, 773, 591, 865, 108, 487, 818, 353, 581, 376, 205, 93, 938, 727, 823, 89, 480, 873, 786, 175, 758, 790, 899, 962, 456, 448, 204, 308, 306, 351, 307, 349, 321, 322, 304, 345, 311, 320, 441, 444, 445, 446, 905, 784, 652, 859, 995, 688, 824, 994, 759, 806, 7, 942, 704, 730, 674, 725, 813, 978, 953, 972, 738, 852, 947, 827, 841, 903, 771, 825, 745, 718, 159, 341, 225, 226, 227, 228, 229, 231, 192, 193, 388, 577, 580, 298, 983, 155, 505, 506, 508, 640, 624]
155	[463, 80, 143, 460, 327]
157	[250, 431, 434, 436, 437, 641, 48, 550, 628, 25, 681, 423, 145, 401, 403, 358, 360, 238, 236, 235, 425, 186]
160	[598, 576, 299, 985]
170	[566, 218, 552, 932, 124, 462, 901, 121, 843, 618, 524, 762, 626, 277, 731, 113, 219, 364, 267, 397, 630, 271, 754, 268, 715, 703, 728, 343, 213, 868, 270, 344, 269, 941, 410, 396, 527, 24, 265, 210, 317, 611, 529, 56, 61, 559, 567, 944, 264, 900, 608, 266, 629, 112, 677, 886, 783, 340, 772, 562, 60, 208, 768, 411, 760, 906, 912, 743, 853, 558, 706, 694, 272, 551, 651, 275, 632, 521, 29, 391]
171	[102, 99, 678, 292, 97, 958, 96, 98, 101, 696, 293, 355, 10, 13, 488, 494, 188, 42, 765, 565, 477, 563, 684, 599, 3, 387]
180	[647, 548, 220, 252, 749, 127, 421, 406, 400, 120, 648, 561, 256, 260, 547, 424, 419, 380, 404, 147, 125, 62, 221, 58, 148, 605, 55, 433, 169, 234, 149, 399, 846, 239, 426, 435, 407, 63, 432, 549, 668, 144, 642, 158, 150, 418, 354, 57, 405, 151, 473, 469, 356, 146, 468]
181	[861, 67, 65, 442, 637, 71, 685, 679, 921, 253, 996, 875, 982, 135, 440, 993, 481, 245, 836, 937, 134, 28, 130, 748, 246, 670, 723, 965, 940, 698, 714, 30, 753, 710, 998, 840, 209, 534, 118, 314, 535, 211, 409, 215, 542, 917, 574, 332, 333, 660, 373, 569, 802, 633, 572, 845, 73, 330, 142, 136, 671, 896, 894, 323, 46, 545, 465, 141, 830, 879, 586]
