0	[677, 715, 754, 760, 768, 843, 868, 886, 900, 901, 906, 932, 941, 944]
1	[8, 9, 10, 11, 12, 13, 14, 15, 516, 515, 518]
2	[16, 17, 18, 19, 20, 21, 22, 23, 510, 511, 512, 513, 514, 517, 519, 520]
4	[32, 33, 34, 35, 36, 37, 38, 39]
8	[64, 65, 66, 67, 68, 69, 70, 71, 240, 241, 242, 243, 244, 245, 246, 247]
9	[72, 73, 74, 75, 77]
11	[88, 89, 90, 91, 92, 93, 94, 95]
12	[96, 97, 98, 99, 100, 101, 102, 103]
14	[119, 537, 540, 543]
15	[120, 122, 123, 125, 126, 127, 216, 217, 220, 221, 222, 223]
16	[128, 129, 130, 131, 132, 133, 134, 135]
18	[144, 145, 146, 147, 148, 149, 150, 151, 399, 400, 401, 402, 403, 404, 405, 406, 407]
20	[163, 166, 104, 109, 111]
22	[176, 178, 180, 183]
23	[187, 188, 189, 190]
25	[200, 201, 202, 203, 204, 205, 206, 207]
28	[224, 225, 226, 227, 228, 229, 230, 231, 192, 193, 194, 197, 198]
29	[232, 233, 237, 420, 422, 427]
33	[264, 265, 266, 267, 268, 269, 270, 271, 208, 113, 317, 116, 112, 410, 411, 213, 210]
35	[280, 281, 282, 283, 284, 285, 286, 287, 610, 633, 636, 639, 368, 369, 366, 367]
36	[288, 289, 290, 291, 292]
37	[297, 299, 301, 302]
40	[320, 321, 322, 323, 324, 325, 326, 327, 304, 305, 306, 307, 308, 309, 310, 311, 345, 346, 347, 348, 349, 350, 351, 352, 353]
42	[339, 340, 343, 344, 465, 461, 467, 363, 364, 365, 370, 371]
44	[354, 355, 356, 357, 358, 359, 360, 361, 362]
46	[372, 373, 374, 375, 376, 377, 378, 379, 380]
48	[390, 393, 394, 395, 398]
52	[428, 429, 430, 431, 432, 433, 434, 435, 436, 437, 256, 257, 258, 259, 260, 261, 262, 263]
53	[439, 440, 442, 957, 720, 975, 815, 996, 997, 930, 973, 792, 724, 982, 866, 685, 842, 671, 28, 937, 861, 993]
54	[448, 449, 450, 451, 452, 453, 454, 455, 456, 457]
55	[458, 714, 30, 929, 969, 816, 757, 870, 753, 799, 838, 710, 761, 878, 747, 998, 840, 663, 532, 212, 209, 318, 412, 316, 534, 117, 315, 539, 118, 114, 214, 414, 314, 535, 541, 413, 319, 408, 312, 211, 416, 409, 536, 115, 538, 533, 417, 313, 215, 542, 415]
56	[468, 469, 470, 471, 472, 473, 474, 475, 476, 477, 248, 249, 250, 251, 252, 253, 254, 255, 168, 169, 170, 171, 172, 173, 174, 175]
58	[488, 489, 490, 491, 492, 493, 494, 495, 496, 497, 498]
59	[499, 500, 501, 502, 503, 504, 505, 506, 507, 508, 509]
61	[521, 522, 523, 524, 525, 526, 527, 528, 529, 530, 531, 272, 273, 274, 275, 276, 277, 278, 279]
64	[574, 582, 583, 588, 601, 602, 328, 329, 330, 331, 332, 333, 334, 335]
67	[905, 784, 652, 974, 898, 859, 995, 818, 688, 824, 994, 793, 759, 719, 806, 7, 942, 704, 730, 674, 725, 832, 786, 813, 978, 953, 880, 972, 727, 873, 773, 938, 738, 852, 947, 827, 823, 709, 700, 841, 712, 877, 903, 769, 990, 771, 825, 745, 977, 718, 587, 159, 152, 480, 485, 487, 338, 341, 342]
68	[196, 195, 199]
74	[76, 441, 444, 445, 446]
75	[296, 303, 300, 298, 153, 154, 155, 157, 158]
76	[752, 936, 751, 915, 693, 980, 770, 673, 664]
77	[614, 631, 615, 643, 649, 162, 165]
78	[675, 981, 1, 726, 708, 931, 954, 946, 850]
81	[592, 603, 589, 578, 593, 598, 576, 596, 599, 382, 384, 385, 387]
84	[667, 762, 862, 778, 0, 853, 890, 846]
85	[447, 78, 79, 864, 822, 820, 826, 907]
90	[191, 186, 184, 185]
91	[661, 678, 749, 983, 735, 943, 763, 919, 887, 848, 723, 668, 741, 926, 989, 971, 734, 655, 881, 782, 711, 923, 928, 660, 683, 839, 696, 961, 913, 819, 670, 927, 863, 31, 25, 746, 779, 860, 958, 857, 949, 653, 736, 681, 856, 847, 812, 654, 744, 800, 699, 27, 697, 722, 911]
92	[239, 423, 238, 418, 236, 419, 421, 235, 426, 425, 424, 234]
93	[817, 914, 139, 83, 86]
94	[785, 3, 985, 939, 984, 732, 917, 872, 959, 814, 790, 910, 658, 803, 968, 733, 876, 962, 933, 680, 821, 950, 869, 865, 707, 992, 656, 899, 967, 883, 909, 740, 775, 805, 788, 758, 964, 781, 791, 795, 828, 750, 666, 713, 702, 776, 979, 945, 874, 721, 657, 891, 764, 6]
95	[293, 294, 295]
96	[970, 783, 659, 29, 706, 794, 731, 24, 694, 728, 767, 743, 988, 651, 462, 986, 464, 772, 912, 703]
97	[397, 396, 392, 391]
99	[161, 605, 613, 647, 635, 650, 626, 48, 50, 51, 52, 53, 55, 56, 57, 58, 59, 60, 61, 62, 63, 544, 545, 546, 547, 548, 549, 550, 551, 552, 553, 554, 555, 556, 557, 558, 559, 560, 561, 562, 563, 564, 565, 566, 567, 568, 569, 570, 571, 572, 573, 607, 620, 624, 625, 640, 612, 608, 628, 627, 616, 618, 644, 623, 632, 638, 648, 634, 642, 641, 611, 629, 606, 630, 619, 621]
100	[845, 137, 141, 81, 47, 45, 924, 140, 466, 136, 894, 40, 87, 460, 43, 463, 844, 963, 889, 44, 84, 143, 42, 85, 41, 729, 672, 952, 82, 951, 787, 138, 46, 80, 142, 851]
101	[107, 164, 167, 106, 105, 108, 110]
102	[811, 902, 858, 918, 987, 5, 965, 662, 922, 855, 802, 871, 948, 765, 780, 834, 801, 676]
103	[960, 26, 895, 684, 737]
104	[49, 646, 645, 609, 617, 54, 622, 637, 160]
105	[879, 777, 716, 809, 798, 955, 459, 796, 896]
106	[701, 849, 888, 669, 438, 935, 854, 789, 833, 884, 867, 443, 835, 686]
107	[124, 218, 121, 219]
108	[388, 590, 580, 581, 585, 586, 381, 389, 604, 595, 383, 575, 577, 386, 579, 591, 584]
109	[482, 904, 2, 478, 689, 739, 705, 921, 481, 920, 882, 807, 484, 748, 804, 875, 837, 934, 594, 956, 808, 691, 717, 897, 999, 991, 831, 755, 892, 486, 597, 479, 797, 695, 810, 756, 836, 966, 885, 600, 690, 483, 940, 4, 925, 692, 665, 156, 682, 698, 679, 908, 742, 766, 893, 829, 916, 337, 830, 687, 976, 774, 336]
110	[182, 181, 179, 177]
